trial_number,n_clusters,linkage,metric,combined_score,silhouette,davies_bouldin,sse,n_merge_steps,h_max,intra_dist_mean,inter_dist_mean,ratio_intra_inter,trial_duration_sec
68,6,single,manhattan,0.7776534979071754,0.5275251096026387,0.2651797380150158,461.0737850043994,299,2.2121797674986174,1.215518588859929,4.813141744089778,0.25254161491343013,0.056944847106933594
69,8,average,euclidean,0.7618482293507647,0.7320424859447194,0.4526142130017914,80.68546966207143,299,4.831912980373083,0.5820189778358844,3.5627546795336764,0.16336206957474284,0.060933828353881836
70,9,single,euclidean,0.8063512245468255,0.7237710446843534,0.31101572891903206,89.8386745904399,299,2.0397776611975584,0.5986393640909539,3.6553162485926474,0.16377224934265958,0.06082510948181152
71,8,single,euclidean,0.8103672783390019,0.6377983082698833,0.24540966005252215,248.31355454152293,299,2.0397776611975584,0.8844846705496835,3.8109821503971877,0.2320883792271944,0.058563232421875
72,8,single,manhattan,0.8103672783390019,0.6377983082698833,0.24540966005252218,248.31355454152293,299,2.2121797674986174,0.8844846705496835,3.8109821503971877,0.2320883792271944,0.05567765235900879
73,7,single,euclidean,0.7937035792522704,0.5243800848796948,0.2137209313951052,460.6560204191518,299,2.0397776611975584,1.215525587669833,4.810950024642554,0.25265811979826003,0.05829358100891113
74,9,single,manhattan,0.8063512245468255,0.7237710446843534,0.31101572891903206,89.8386745904399,299,2.2121797674986174,0.5986393640909539,3.6553162485926474,0.16377224934265958,0.058793067932128906
75,8,single,manhattan,0.8103672783390019,0.6377983082698833,0.24540966005252218,248.31355454152293,299,2.2121797674986174,0.8844846705496835,3.8109821503971877,0.2320883792271944,0.05674433708190918
76,8,single,cosine,0.559971501902883,0.11002148071344374,0.7716503875177718,143.9542731256173,299,0.05872668186307728,0.4939298245357771,1.8852155867647284,0.2620017721066915,0.06264805793762207
77,9,single,euclidean,0.8063512245468255,0.7237710446843534,0.31101572891903206,89.8386745904399,299,2.0397776611975584,0.5986393640909539,3.6553162485926474,0.16377224934265958,0.0588223934173584
78,12,single,manhattan,0.7980466905712904,0.6649382268549605,0.29900755653742345,78.8738604783116,299,2.2121797674986174,0.5968411830300301,3.6429876386879205,0.16383288724109643,0.05836915969848633
79,7,single,manhattan,0.7963250242720717,0.6409433329928272,0.2885422970658996,248.73131912677053,299,2.2121797674986174,0.8844854576367479,3.8113812836712184,0.23206428111137628,0.05697035789489746
80,10,ward,euclidean,0.64830046098603,0.5105865639524177,0.7362638292800172,32.7520095336418,299,23.49670732435429,0.25251558373184413,1.640620131222063,0.15391471732313605,0.06161165237426758
81,8,single,manhattan,0.8103672783390019,0.6377983082698833,0.24540966005252218,248.31355454152293,299,2.2121797674986174,0.8844846705496835,3.8109821503971877,0.2320883792271944,0.08658671379089355
82,8,single,euclidean,0.8103672783390019,0.6377983082698833,0.24540966005252215,248.31355454152293,299,2.0397776611975584,0.8844846705496835,3.8109821503971877,0.2320883792271944,0.06997203826904297
83,9,single,manhattan,0.8063512245468255,0.7237710446843534,0.31101572891903206,89.8386745904399,299,2.2121797674986174,0.5986393640909539,3.6553162485926474,0.16377224934265958,0.059363603591918945
84,8,single,euclidean,0.8103672783390019,0.6377983082698833,0.24540966005252215,248.31355454152293,299,2.0397776611975584,0.8844846705496835,3.8109821503971877,0.2320883792271944,0.060281991958618164
85,8,single,manhattan,0.8103672783390019,0.6377983082698833,0.24540966005252218,248.31355454152293,299,2.2121797674986174,0.8844846705496835,3.8109821503971877,0.2320883792271944,0.060697317123413086
86,7,complete,euclidean,0.7209722848225805,0.6951371504459609,0.5707329562684565,83.3235851158616,299,7.11729343829914,0.5710764850815457,3.4134794422003814,0.16730040263938245,0.06162571907043457
87,14,single,manhattan,0.758805451642968,0.6028472419742282,0.38000842987734174,76.48866314451318,299,2.2121797674986174,0.5961215942518555,3.6351158302620306,0.16398971094374212,0.06324148178100586
88,7,average,cosine,0.5848177507198131,0.2314531209223668,0.7860539016023944,142.58987382132852,299,1.4499979973604185,0.4970025603161364,1.6396658103216837,0.3031121080815407,0.06072402000427246
89,6,single,euclidean,0.7776534979071754,0.5275251096026387,0.26517973801501576,461.0737850043994,299,2.0397776611975584,1.215518588859929,4.813141744089778,0.25254161491343013,0.0606837272644043
90,9,single,manhattan,0.8063512245468255,0.7237710446843534,0.31101572891903206,89.8386745904399,299,2.2121797674986174,0.5986393640909539,3.6553162485926474,0.16377224934265958,0.0628972053527832
91,8,single,manhattan,0.8103672783390019,0.6377983082698833,0.24540966005252218,248.31355454152293,299,2.2121797674986174,0.8844846705496835,3.8109821503971877,0.2320883792271944,0.05906105041503906
92,8,single,manhattan,0.8103672783390019,0.6377983082698833,0.24540966005252218,248.31355454152293,299,2.2121797674986174,0.8844846705496835,3.8109821503971877,0.2320883792271944,0.05719423294067383
93,8,single,manhattan,0.8103672783390019,0.6377983082698833,0.24540966005252218,248.31355454152293,299,2.2121797674986174,0.8844846705496835,3.8109821503971877,0.2320883792271944,0.06087994575500488
94,9,single,manhattan,0.8063512245468255,0.7237710446843534,0.31101572891903206,89.8386745904399,299,2.2121797674986174,0.5986393640909539,3.6553162485926474,0.16377224934265958,0.05859708786010742
95,8,single,manhattan,0.8103672783390019,0.6377983082698833,0.24540966005252218,248.31355454152293,299,2.2121797674986174,0.8844846705496835,3.8109821503971877,0.2320883792271944,0.060526371002197266
96,8,single,manhattan,0.8103672783390019,0.6377983082698833,0.24540966005252218,248.31355454152293,299,2.2121797674986174,0.8844846705496835,3.8109821503971877,0.2320883792271944,0.06079816818237305
97,7,single,manhattan,0.7963250242720717,0.6409433329928272,0.2885422970658996,248.73131912677053,299,2.2121797674986174,0.8844854576367479,3.8113812836712184,0.23206428111137628,0.06121230125427246
98,9,single,manhattan,0.8063512245468255,0.7237710446843534,0.31101572891903206,89.8386745904399,299,2.2121797674986174,0.5986393640909539,3.6553162485926474,0.16377224934265958,0.06091475486755371
99,7,ward,euclidean,0.6417098615434603,0.47183314854495534,0.7352402032163268,56.44188996189466,299,23.49670732435429,0.35003893953977433,1.7552708351732613,0.19942161205283335,0.06158638000488281
